path,extension,logical_type,size_bytes,size_human
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0202_지역혁신을 위한 지식클러스터 실태분석(이공래)/지역혁신을 위한 지식클러스터 실태분석_이공래(최종보고서).zip__extracted/?????????? ???? ????Ŭ?????? ???ºм?_?̰???(??????????).pdf,pdf,PDF,3983664,3.8MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0214_선진국과 한국의 산업기술정책 분석(최영락)/선진국과 한국의 산업기술정책 분석_최영락(최종보고서).zip__extracted/???????? ?ѱ??? ??????????å ?м?_?ֿ???(??????????).hwp,hwp,HWP/HWPX,139336,136.1KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0214_선진국과 한국의 산업기술정책 분석(최영락)/선진국과 한국의 산업기술정책 분석_최영락(최종보고서).zip__extracted/???????? ?ѱ??? ??????????å ?м?_?ֿ???(??????????).pdf,pdf,PDF,549922,537.0KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0235_과학기술자 우대시책 마련 연구(민철구)/과학기술자 우대시책 마련 연구_민철구(최종보고서).zip__extracted/???б????? ??????å ???? ????_??ö??(??????????).pdf,pdf,PDF,1705801,1.6MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0235_과학기술자 우대시책 마련 연구(민철구)/과학기술자 우대시책 마련 연구_민철구(최종보고서).zip__extracted/???б????? ??????å ???? ????_??ö??(??????????).hwp,hwp,HWP/HWPX,1435136,1.4MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0219_중국의 기술경쟁력 급부상에 따른 우리의 과학기술전략(홍성범)/중국의기술경쟁력급부상.alz__extracted/I02-중국1.hwp,hwp,HWP/HWPX,1943664,1.9MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0219_중국의 기술경쟁력 급부상에 따른 우리의 과학기술전략(홍성범)/중국의기술경쟁력급부상.alz__extracted/I02-중국.hwp,hwp,HWP/HWPX,939707,917.7KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0219_중국의 기술경쟁력 급부상에 따른 우리의 과학기술전략(홍성범)/중국의기술경쟁력급부상.alz__extracted/I02-중국2.hwp,hwp,HWP/HWPX,1125396,1.1MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0219_중국의 기술경쟁력 급부상에 따른 우리의 과학기술전략(홍성범)/중국의 기술경쟁력 급부상에 따른 우리의 과학기술전략_홍성범(최종보고서).zip__extracted/?߱??? ?????????? ?޺λ??? ???? ?츮?? ???б???????_ȫ????(??????????-1).hwp,hwp,HWP/HWPX,1943664,1.9MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0219_중국의 기술경쟁력 급부상에 따른 우리의 과학기술전략(홍성범)/중국의 기술경쟁력 급부상에 따른 우리의 과학기술전략_홍성범(최종보고서).zip__extracted/?߱??? ?????????? ?޺λ??? ???? ?츮?? ???б???????_ȫ????(??????????-2).hwp,hwp,HWP/HWPX,1125396,1.1MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0217_전력산업연구개발(발전.송배전분야) 사업분류 및 지원기준 수립(장진규)/전력산업연구개발(발전.송배전분야) 사업분류 및 지원기준 수립_장진규(최종보고서).zip__extracted/???»???????????(????.?۹????о?) ?????з? ?? ???????? ????_??????(??????????-2).hwp,hwp,HWP/HWPX,190893,186.4KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0217_전력산업연구개발(발전.송배전분야) 사업분류 및 지원기준 수립(장진규)/전력산업연구개발(발전.송배전분야) 사업분류 및 지원기준 수립_장진규(최종보고서).zip__extracted/???»???????????(????.?۹????о?) ?????з? ?? ???????? ????_??????(??????????-1).hwp,hwp,HWP/HWPX,19930,19.5KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0221_광산업 2단계 육성방안 연구용역(조황희)/광산업최종/광산업 2단계 육성방안 연구용역_조황희(최종보고서).zip__extracted/?????? 2?ܰ? ???????? ?????뿪_??Ȳ??(??????????-??2??).hwp,hwp,HWP/HWPX,574644,561.2KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0221_광산업 2단계 육성방안 연구용역(조황희)/광산업최종/광산업 2단계 육성방안 연구용역_조황희(최종보고서).zip__extracted/?????? 2?ܰ? ???????? ?????뿪_??Ȳ??(??????????-??1??).hwp,hwp,HWP/HWPX,1084657,1.0MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0221_광산업 2단계 육성방안 연구용역(조황희)/광산업최종/광산업 2단계 육성방안 연구용역_조황희(최종보고서).zip__extracted/?????? 2?ܰ? ???????? ?????뿪_??Ȳ??(??????????-?η?).hwp,hwp,HWP/HWPX,261067,254.9KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0221_광산업 2단계 육성방안 연구용역(조황희)/광산업최종/광산업 2단계 육성방안 연구용역_조황희(최종보고서).zip__extracted/?????? 2?ܰ? ???????? ?????뿪_??Ȳ??(??????????-????).hwp,hwp,HWP/HWPX,35758,34.9KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0221_광산업 2단계 육성방안 연구용역(조황희)/광산업최종/광산업 2단계 육성방안 연구용역_조황희(최종보고서).zip__extracted/?????? 2?ܰ? ???????? ?????뿪_??Ȳ??(??????????-????).hwp,hwp,HWP/HWPX,567666,554.4KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0221_광산업 2단계 육성방안 연구용역(조황희)/광산업최종/광산업 2단계 육성방안 연구용역_조황희(최종보고서).zip__extracted/?????? 2?ܰ? ???????? ?????뿪_??Ȳ??(??????????-??3??).hwp,hwp,HWP/HWPX,290697,283.9KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0223_소관연구기관 기능정립 및 발전방향 기획연구(홍사균)/소관연구기관 기능정립 및 발전방향 기획연구_홍사균(최종보고서).zip__extracted/?Ұ????????? ???????? ?? ???????? ??ȹ????_ȫ????(??????????-1).hwp,hwp,HWP/HWPX,1565439,1.5MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0223_소관연구기관 기능정립 및 발전방향 기획연구(홍사균)/소관연구기관 기능정립 및 발전방향 기획연구_홍사균(최종보고서).zip__extracted/?Ұ????????? ???????? ?? ???????? ??ȹ????_ȫ????(??????????-3).hwp,hwp,HWP/HWPX,18366681,17.5MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0223_소관연구기관 기능정립 및 발전방향 기획연구(홍사균)/소관연구기관 기능정립 및 발전방향 기획연구_홍사균(최종보고서).zip__extracted/?Ұ????????? ???????? ?? ???????? ??ȹ????_ȫ????(??????????-2).hwp,hwp,HWP/HWPX,14334013,13.7MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0231_나노기술개발 촉진에 관한 입법조사 연구(송종국)/나노기술개발 촉진에 관한 입법조사 연구_송종국(최종보고서).zip__extracted/???????????? ?????? ???? ?Թ????? ????_??????(??????????).hwp,hwp,HWP/HWPX,2889865,2.8MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0231_나노기술개발 촉진에 관한 입법조사 연구(송종국)/나노기술개발 촉진에 관한 입법조사 연구_송종국(최종보고서).zip__extracted/?η?(???ر?).ppt,ppt,PowerPoint,1019904,996.0KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0231_나노기술개발 촉진에 관한 입법조사 연구(송종국)/나노기술개발 촉진에 관한 입법조사 연구_송종국(최종보고서).zip__extracted/?η?(????).ppt,ppt,PowerPoint,6114816,5.8MB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0231_나노기술개발 촉진에 관한 입법조사 연구(송종국)/나노기술개발 촉진에 관한 입법조사 연구_송종국(최종보고서).zip__extracted/???????????? ?????? ???? ?Թ????? ????_??????(??????????-?η?2).hwp,hwp,HWP/HWPX,105625,103.1KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0231_나노기술개발 촉진에 관한 입법조사 연구(송종국)/나노기술개발 촉진에 관한 입법조사 연구_송종국(최종보고서).zip__extracted/???????????? ?????? ???? ?Թ????? ????_??????(??????????-?η?1).hwp,hwp,HWP/HWPX,75903,74.1KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0231_나노기술개발 촉진에 관한 입법조사 연구(송종국)/나노기술개발 촉진에 관한 입법조사 연구_송종국(최종보고서).zip__extracted/???????????? ?????? ???? ?Թ????? ????_??????(??????????-??ǥ??).hwp,hwp,HWP/HWPX,22750,22.2KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0233_경기도 바이오산업 육성을 위한 연구용역(이정협)/경기도 바이오산업 육성을 위한 연구용역_이정협(최종보고서).zip__extracted/???⵵ ???̿????? ?????? ???? ?????뿪_??????(??????????-1).hwp,hwp,HWP/HWPX,63003,61.5KB
5. 수탁연구/2002년 수탁과제 최종보고서(29건)/I-0233_경기도 바이오산업 육성을 위한 연구용역(이정협)/경기도 바이오산업 육성을 위한 연구용역_이정협(최종보고서).zip__extracted/???⵵ ???̿????? ?????? ???? ?????뿪_??????(??????????-2).hwp,hwp,HWP/HWPX,1470233,1.4MB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/H0230100_송치웅_수탁과제 결과물 제출본.zip__extracted/Output 4.2 Funding Proposal - Building Resilient Renewable Energy Research Infrastructure for Enhanced Energy Security in Zambia_0117.docx,docx,Word/RTF,350954,342.7KB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/H0230100_송치웅_수탁과제 결과물 제출본.zip__extracted/Output 5. Introduction of Schemes to Enhance Innovation Capapcity(2024.12.23).docx,docx,Word/RTF,5655882,5.4MB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/H0230100_송치웅_수탁과제 결과물 제출본.zip__extracted/Output 2. Zambia Innovation System SWOT Report.docx,docx,Word/RTF,2759833,2.6MB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/H0230100_송치웅_수탁과제 결과물 제출본.zip__extracted/Output 4.1 Innovation Support Agency_12.26.docx,docx,Word/RTF,1672229,1.6MB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/H0230100_송치웅_수탁과제 결과물 제출본.zip__extracted/Output 3_NIS Roadmap_20241224.docx,docx,Word/RTF,4001716,3.8MB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/G0231500_김석관_공중보건 위기대응 관련 R&D 사업.zip__extracted/질병청 최종보고서 2024-08-26 - 익명 버전 - 직인 미포함.hwpx,hwpx,HWP/HWPX,2049124,2.0MB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/G0231500_김석관_공중보건 위기대응 관련 R&D 사업.zip__extracted/질병청 최종보고서 2024-08-26 - 실명 버전 - 직인 포함.pdf,pdf,PDF,2536393,2.4MB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/G0231500_김석관_공중보건 위기대응 관련 R&D 사업.zip__extracted/질병청 최종보고서 2024-08-26 - 익명 버전 - 직인 포함.pdf,pdf,PDF,2566922,2.4MB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/G0231500_김석관_공중보건 위기대응 관련 R&D 사업.zip__extracted/질병청 최종보고서 2024-08-26 - 실명 버전 - 직인 미포함.hwpx,hwpx,HWP/HWPX,2050651,2.0MB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/H0230200_박동운_UNIDO-IPL Policy Report_2024.zip__extracted/UNIDO-IPL Policy Report - Optimizing Digital Infrastructure Utilization in Indonesia.pdf,pdf,PDF,976431,953.5KB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/H0230200_박동운_UNIDO-IPL Policy Report_2024.zip__extracted/UNIDO-IPL Policy Report - Addressing Challenges in Kyrgystan's E-commerce sector_0.pdf,pdf,PDF,970549,947.8KB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/H0230200_박동운_UNIDO-IPL Policy Report_2024.zip__extracted/UNIDO-IPL Policy Report - Strengthening the Sustainable Competitiveness of SMEs in Bangladesh.pdf,pdf,PDF,1193349,1.1MB
5. 수탁연구/2023년 수탁과제 최종보고서(50건)/H0230200_박동운_UNIDO-IPL Policy Report_2024.zip__extracted/UNIDO-IPL Report - Industry-oriented R&D through public private partnerships Sri Lanka.pdf,pdf,PDF,1040397,1016.0KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0414_2003년도 소관연구기관 평가실시 용역 연구(조현대)/최종인쇄본(5[1].15).zip__extracted/?ǵξ?.hwp,hwp,HWP/HWPX,2857984,2.7MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0414_2003년도 소관연구기관 평가실시 용역 연구(조현대)/최종인쇄본(5[1].15).zip__extracted/????-??????.hwp,hwp,HWP/HWPX,9216,9.0KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0414_2003년도 소관연구기관 평가실시 용역 연구(조현대)/최종인쇄본(5[1].15).zip__extracted/03?򰡺?????(??)_????1(5[1].14).hwp,hwp,HWP/HWPX,3376640,3.2MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0417_국가기술인력지도 구축방안 연구(박재민)/국가기술인력지도 구축방안 수립_박재민(최종보고서).zip__extracted/?????????η????? ???????? ????_??????(??????????-ǥ???׸???).hwp,hwp,HWP/HWPX,31888,31.1KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0417_국가기술인력지도 구축방안 연구(박재민)/국가기술인력지도 구축방안 수립_박재민(최종보고서).zip__extracted/?????????η????? ???????? ????_??????(??????????-????).hwp,hwp,HWP/HWPX,3753408,3.6MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0444_북한의 최근 과학기술동향 조사 분석 연구(이춘근)/북한의 최근 과학기술동향 조사 분석 연구_이춘근(최종보고서).zip__extracted/?????? ?ֱ? ???б??????? ???? ?м? ????_??????(??????????-??å).hwp,hwp,HWP/HWPX,11027968,10.5MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0444_북한의 최근 과학기술동향 조사 분석 연구(이춘근)/북한의 최근 과학기술동향 조사 분석 연구_이춘근(최종보고서).zip__extracted/?????? ?ֱ? ???б??????? ???? ?м? ????_??????(??????????).hwp,hwp,HWP/HWPX,818688,799.5KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/요약.alz__extracted/경제인문9289한글2002.hwp,hwp,HWP/HWPX,109568,107.0KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/요약.alz__extracted/과학기술계9289한글97.hwp,hwp,HWP/HWPX,549886,537.0KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/제2권.alz__extracted/출연연 5장(미래핵심연구소표)횡-83%한글97.hwp,hwp,HWP/HWPX,52844,51.6KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/제2권.alz__extracted/출연연 최종보고서-과학기술(6.28)9289한글97.hwp,hwp,HWP/HWPX,2406870,2.3MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/제1권.alz__extracted/경제인문9386한글2002.hwp,hwp,HWP/HWPX,530432,518.0KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/제1권.alz__extracted/인문경제제출문9289한글2002.hwp,hwp,HWP/HWPX,8704,8.5KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/'04 OECD기술혁신정책활동분석.alz__extracted/Korea's Comment on Spanish PPPs-1.pdf,pdf,PDF,289736,282.9KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/'04 OECD기술혁신정책활동분석.alz__extracted/DSTI_STP_TIP_M(2004)1.pdf,pdf,PDF,114819,112.1KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/'04 OECD기술혁신정책활동분석.alz__extracted/draft agenda.pdf,pdf,PDF,47639,46.5KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/'04 OECD기술혁신정책활동분석.alz__extracted/DSTI_STP_TIP_M(2003)2.pdf,pdf,PDF,93980,91.8KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/'04 OECD기술혁신정책활동분석.alz__extracted/'04OECD기술혁신정책활동분석.pdf,pdf,PDF,901158,880.0KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/'04 OECD기술혁신정책활동분석.alz__extracted/yshong-monit-tokyo.pdf,pdf,PDF,436331,426.1KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/'04 OECD기술혁신정책활동분석.alz__extracted/beijing IPR-2004-04-이근.pdf,pdf,PDF,219713,214.6KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/'04 OECD기술혁신정책활동분석.alz__extracted/DSTI_STP_TIP_A(2004)1.pdf,pdf,PDF,40084,39.1KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/2004년도 OECD 기술혁신정책 활동 분석_이명진(최종보고서).zip__extracted/2004?⵵ OECD ??????????å Ȱ?? ?м?_?̸???(??????????-ǥ??).hwp,hwp,HWP/HWPX,18944,18.5KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/2004년도 OECD 기술혁신정책 활동 분석_이명진(최종보고서).zip__extracted/2004?⵵ OECD ??????????å Ȱ?? ?м?_?̸???(??????????).pdf,pdf,PDF,901158,880.0KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/2004년도 OECD 기술혁신정책 활동 분석_이명진(최종보고서).zip__extracted/2004?⵵ OECD ??????????å Ȱ?? ?м?_?̸???(??????????-????).hwp,hwp,HWP/HWPX,474624,463.5KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0405_북한의 최근 과학기술 정책동향조사 분석연구(이춘근)/북한의 최근 과학기술 정책동향조사 분석연구(3차년도)_이춘근(최종보고서).zip__extracted/?????? ?ֱ? ???б??? ??å???????? ?м?????(3???⵵)_??????(??????????-??å).hwp,hwp,HWP/HWPX,11028480,10.5MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0405_북한의 최근 과학기술 정책동향조사 분석연구(이춘근)/북한의 최근 과학기술 정책동향조사 분석연구(3차년도)_이춘근(최종보고서).zip__extracted/?????? ?ֱ? ???б??? ??å???????? ?м?????(3???⵵)_??????(??????????).hwp,hwp,HWP/HWPX,820224,801.0KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0416_코스닥 벤처기업의 아시아 자본시장 진출 전략(황석원)/코스닥 벤처기업의 아시아 자본시장 진출 전략_황석원(최종보고서-초안).zip__extracted/?ڽ??? ??ó?????? ?ƽþ? ?ں????? ???? ????_Ȳ????(??????????-ǥ??).doc,doc,Word/RTF,38400,37.5KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0416_코스닥 벤처기업의 아시아 자본시장 진출 전략(황석원)/코스닥 벤처기업의 아시아 자본시장 진출 전략_황석원(최종보고서-초안).zip__extracted/?ڽ??? ??ó?????? ?ƽþ? ?ں????? ???? ????_Ȳ????(??????????-1??).doc,doc,Word/RTF,1481728,1.4MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0416_코스닥 벤처기업의 아시아 자본시장 진출 전략(황석원)/코스닥 벤처기업의 아시아 자본시장 진출 전략_황석원(최종보고서-초안).zip__extracted/?ڽ??? ??ó?????? ?ƽþ? ?ں????? ???? ????_Ȳ????(??????????-??÷).doc,doc,Word/RTF,2379776,2.3MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0416_코스닥 벤처기업의 아시아 자본시장 진출 전략(황석원)/코스닥 벤처기업의 아시아 자본시장 진출 전략_황석원(최종보고서-초안).zip__extracted/?ڽ??? ??ó?????? ?ƽþ? ?ں????? ???? ????_Ȳ????(??????????-2??).doc,doc,Word/RTF,1415168,1.3MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0416_코스닥 벤처기업의 아시아 자본시장 진출 전략(황석원)/코스닥 벤처기업의 아시아 자본시장 진출 전략_황석원(최종보고서-초안).zip__extracted/?ڽ??? ??ó?????? ?ƽþ? ?ں????? ???? ????_Ȳ????(??????????-3??).doc,doc,Word/RTF,4061696,3.9MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0416_코스닥 벤처기업의 아시아 자본시장 진출 전략(황석원)/최종 보고서.zip__extracted/???? ÷??.doc,doc,Word/RTF,2379776,2.3MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0416_코스닥 벤처기업의 아시아 자본시장 진출 전략(황석원)/최종 보고서.zip__extracted/2?? ????.doc,doc,Word/RTF,1415168,1.3MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0416_코스닥 벤처기업의 아시아 자본시장 진출 전략(황석원)/최종 보고서.zip__extracted/1?? ????.doc,doc,Word/RTF,1481728,1.4MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0416_코스닥 벤처기업의 아시아 자본시장 진출 전략(황석원)/최종 보고서.zip__extracted/3?? ????.doc,doc,Word/RTF,4061696,3.9MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0416_코스닥 벤처기업의 아시아 자본시장 진출 전략(황석원)/최종 보고서.zip__extracted/~$ ??????_Ȳ????_??????.doc,doc,Word/RTF,162,162B
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0416_코스닥 벤처기업의 아시아 자본시장 진출 전략(황석원)/최종 보고서.zip__extracted/ǥ??.doc,doc,Word/RTF,38400,37.5KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0416_코스닥 벤처기업의 아시아 자본시장 진출 전략(황석원)/최종 보고서.zip__extracted/~WRL1738.tmp,tmp,Word/RTF,4003840,3.8MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0420_과학기술중심사회 구축을 위한 정책 패러다임과 추진과제(임기철.조현대)/과학기술중심사회 구축을 위한 정책 패러다임과 추진과제_임기철_조현대(최종보고서).zip__extracted/???б????߽ɻ?ȸ ?????? ???? ??å ?з????Ӱ? ????????_?ӱ?ö_??????(??????????).hwp,hwp,HWP/HWPX,1418240,1.4MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0420_과학기술중심사회 구축을 위한 정책 패러다임과 추진과제(임기철.조현대)/과학기술중심사회 구축을 위한 정책 패러다임과 추진과제_임기철_조현대(최종보고서).zip__extracted/???б????߽ɻ?ȸ ?????? ???? ??å ?з????Ӱ? ????????_?ӱ?ö_??????(??????????).pdf,pdf,PDF,2010518,1.9MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0448_Science and Technology Competitiveness Indicators in ASEAN(권용수)/기술경쟁력 지수 개발_권용수(최종보고서).zip__extracted/VOL2\Volume 2-1.doc,doc,Word/RTF,4269056,4.1MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0448_Science and Technology Competitiveness Indicators in ASEAN(권용수)/기술경쟁력 지수 개발_권용수(최종보고서).zip__extracted/VOL1\Volume 1-1.doc,doc,Word/RTF,5492224,5.2MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0448_Science and Technology Competitiveness Indicators in ASEAN(권용수)/기술경쟁력 지수 개발_권용수(최종보고서).zip__extracted/VOL1\ADD.DOC,doc,Word/RTF,423424,413.5KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0448_Science and Technology Competitiveness Indicators in ASEAN(권용수)/기술경쟁력 지수 개발_권용수(최종보고서).zip__extracted/VOL2\Cover Vol.2.jpg,jpg,Image/Graphic,4855979,4.6MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0448_Science and Technology Competitiveness Indicators in ASEAN(권용수)/기술경쟁력 지수 개발_권용수(최종보고서).zip__extracted/VOL1\Cover Vol.1.jpg,jpg,Image/Graphic,2576653,2.5MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0448_Science and Technology Competitiveness Indicators in ASEAN(권용수)/기술경쟁력 지수 개발_권용수(최종보고서).zip__extracted/VOL1\Volume 1-2.doc,doc,Word/RTF,30850048,29.4MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0448_Science and Technology Competitiveness Indicators in ASEAN(권용수)/기술경쟁력 지수 개발_권용수(최종보고서).zip__extracted/VOL1\Index.doc,doc,Word/RTF,1560576,1.5MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0448_Science and Technology Competitiveness Indicators in ASEAN(권용수)/기술경쟁력 지수 개발_권용수(최종보고서).zip__extracted/VOL2\CONTEND.DOC,doc,Word/RTF,6010368,5.7MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0427_나노기술 국제협력교류 방안 연구(이광호)/나노기술 국제협력교류 방안 연구_이광호(최종보고서).zip__extracted/???????? ???????±??? ???? ????_?̱?ȣ(??????????).hwp,hwp,HWP/HWPX,1025024,1001.0KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0427_나노기술 국제협력교류 방안 연구(이광호)/나노기술 국제협력교류 방안 연구_이광호(최종보고서).zip__extracted/???????? ???????±??? ???? ????_?̱?ȣ(??????????).pdf,pdf,PDF,2430507,2.3MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0413_제주생명산업기술발전 10개년 계획 수립에 관한 연구(홍사균)/제주생명산업기술발전 10개년 계획 수립에 관한 연구_홍사균(최종보고서).zip__extracted/??1??/????.ppt,ppt,PowerPoint,171520,167.5KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0413_제주생명산업기술발전 10개년 계획 수립에 관한 연구(홍사균)/제주생명산업기술발전 10개년 계획 수립에 관한 연구_홍사균(최종보고서).zip__extracted/??1??/1?? ?? 2??(0310).ppt,ppt,PowerPoint,465920,455.0KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0413_제주생명산업기술발전 10개년 계획 수립에 관한 연구(홍사균)/제주생명산업기술발전 10개년 계획 수립에 관한 연구_홍사균(최종보고서).zip__extracted/??1??/6??(0303).ppt,ppt,PowerPoint,488960,477.5KB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0413_제주생명산업기술발전 10개년 계획 수립에 관한 연구(홍사균)/제주생명산업기술발전 10개년 계획 수립에 관한 연구_홍사균(최종보고서).zip__extracted/??1??/5??(0303).ppt,ppt,PowerPoint,1243136,1.2MB
5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0413_제주생명산업기술발전 10개년 계획 수립에 관한 연구(홍사균)/제주생명산업기술발전 10개년 계획 수립에 관한 연구_홍사균(최종보고서).zip__extracted/??1??/4??(0303).ppt,ppt,PowerPoint,1061888,1.0MB
