source,format,sizeBytes,version,sections,pageCount,paraCount,textCharCount,title,warnings,error,exitClass,textCountError
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0420_과학기술중심사회 구축을 위한 정책 패러다임과 추진과제(임기철.조현대)/과기중심 부록A/13한송.hwp,hwp5,49664,5.0.0.3,1,8,190,7355,과학기술 교육개혁방향,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0420_과학기술중심사회 구축을 위한 정책 패러다임과 추진과제(임기철.조현대)/과기중심 부록A/14이영희.hwp,hwp5,78336,5.0.0.3,1,13,95,16242,과학기술정책과 시민참여,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0420_과학기술중심사회 구축을 위한 정책 패러다임과 추진과제(임기철.조현대)/과기중심 부록A/15약력.hwp,hwp5,50176,5.0.0.3,1,7,290,4598,"과학기술중심사회 구축 대토론회 좌장, 주제발표자, 지정토론자 이력",[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0420_과학기술중심사회 구축을 위한 정책 패러다임과 추진과제(임기철.조현대)/과기중심 부록B/03지역공청회자료97-편집.hwp,hwp3,632464,3.0.0.0,1,52,592,26175,지역공청회 :,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0421_지역혁신주체들의 효율적 기업지원을 위한 협력모델 구축에 관한 연구(조황희)/지역혁신주체들의 효율적 기업지원을 위한 협력모델 구축에 관한 연구_조황희(최종보고서).hwp,hwp5,355840,5.0.0.6,4,115,1072,99766,지역혁신주체들의 효율적 기업지원을,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/경제인문9289한글2002.hwp,hwp5,109568,5.0.0.5,2,36,513,32600,개요    3,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/경제인문9386한글2002.hwp,hwp5,530432,5.0.0.5,3,210,2325,218959,개요    1,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/과학기술계9289한글97.hwp,hwp3,549886,3.0.0.0,1,59,811,37672,제  출  문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안_임기철(최종보고서).hwp,hwp3,2406870,3.0.0.0,1,315,3960,253501,￼ 제  출  문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/모든목차100한글2002.hwp,hwp5,30720,5.0.0.5,3,15,429,11647,차  례,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/인문경제제출문9289한글2002.hwp,hwp5,8704,5.0.0.5,1,1,21,275,제  출  문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0423_국민소득 2만불 시대에 대비한 정부출연(연)의 전략적 발전방안(임기철)/출연연 5장(미래핵심연구소표)횡-83%한글97.hwp,hwp3,52844,3.0.0.0,1,8,10,5923,<표5-2> 미래핵심연구소별 관련 출연(연) 및 추진방안,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0424_STRM(Strategic TRM) 기획연구(이정원)/최종본(STRM기획연구)/KIST재편집-1(8_2).hwp,hwp5,10793984,5.0.0.6,3,199,1744,112594,[한국과학기술연구원],[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0424_STRM(Strategic TRM) 기획연구(이정원)/최종본(STRM기획연구)/KIST재편집-2(8_2).hwp,hwp5,6623744,5.0.0.6,1,224,1803,144049,▣ NIBET 융합기술 분과 보고서 ▣,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0424_STRM(Strategic TRM) 기획연구(이정원)/최종본(STRM기획연구)/STRM(Strategic TRM) 기획연구_이정원(최종보고서).hwp,hwp5,4381184,5.0.0.6,4,200,2152,118765,2004. 6,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0424_STRM(Strategic TRM) 기획연구(이정원)/최종본(STRM기획연구)/기초(연)재편집.hwp,hwp5,3689472,5.0.0.6,3,175,1782,127778,[한국기초과학지원연구원],[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0424_STRM(Strategic TRM) 기획연구(이정원)/최종본(STRM기획연구)/생명(연)재편집.hwp,hwp5,7567872,5.0.0.6,3,288,3109,152247,[한국생명공학연구원],[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0424_STRM(Strategic TRM) 기획연구(이정원)/최종본(STRM기획연구)/천문(연)재편집(8_2).hwp,hwp5,10493440,5.0.0.6,3,128,1524,53253,[한국천문연구원],[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0425_전남지역의 BT산업 발전을 위한 의과학센터 설립 타당성 분석(민철구)/전남지역의 BT산업 발전을 위한 의과학센터 설립 타당성 분석_민철구(최종보고서).hwp,hwp5,355840,5.0.0.3,1,119,1698,96669,수탁연구 2004-,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0426_광주 LED 산업 육성 및 중장기 발전계획 수립을 위한 조사 연구(박동배)/광주 LED 산업 육성 및 중장기 발전계획 수립을 위한 조사 연구_박동배(최종보고서).hwp,hwp5,10949120,5.0.0.0,5,319,3733,207299,광주 LED산업 육성 및 중장기,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0427_나노기술 국제협력교류 방안 연구(이광호)/나노기술 국제협력교류 방안 연구_이광호(최종보고서)/나노기술 국제협력교류 방안 연구_이광호(최종보고서).hwp,hwp5,1025024,5.0.0.3,1,222,2280,185790,나노기술 국제협력교류 방안 연구,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0428_국립과학관 경기도 소유부지 및 시설물 활용방안 연구(송성수)/국립과학관 경기도 소유부지 및 시설물 활용방안 연구_송성수(최종보고서).hwp,hwp5,13039616,5.0.0.3,10,263,3255,163620,최종보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0430_농림기술개발사업 10년의 성과와 발전 방향(장진규)/농림기술개발사업 10년의 성과와 발전 방향_장진규(최종보고서).hwp,hwp5,3687936,5.0.0.6,3,539,5566,445401,최      종,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0431_2003 연구개발사업 성과조사 분석 및 인프라구축지원사업 성과지표개발(장진규)/2003 연구개발사업 성과조사 분석 및 인프라구축지원사업 성과지표개발_장진규(최종보고서).hwp,hwp5,1269248,5.0.0.6,4,366,3422,235987,최종 보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0432_ISTWG 운영체제 참여 및 협력사업추진(이명진)/ISTWG 운영체제 참여 및 협력사업추진_이명진(최종보고서).hwp,hwp5,375808,5.0.0.4,1,80,1456,95370,ISTWG 운영체제 참여 및 협력사업 추진,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0433_프로테오믹스이용기술개발사업 기획 연구(이정원)/프로테오믹스이용기술개발사업 기획 연구_이정원(최종보고서)/프로테오믹스이용기술개발사업 기획 연구_이정원(최종보고서-부록1).hwp,hwp5,3403264,5.0.0.6,2,77,642,69211,>> 부 록 <<,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0433_프로테오믹스이용기술개발사업 기획 연구(이정원)/프로테오믹스이용기술개발사업 기획 연구_이정원(최종보고서)/프로테오믹스이용기술개발사업 기획 연구_이정원(최종보고서-부록2).hwp,hwp5,122368,5.0.0.6,1,36,285,29549,Ⅱ. 단백질 기능분석기술,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0433_프로테오믹스이용기술개발사업 기획 연구(이정원)/프로테오믹스이용기술개발사업 기획 연구_이정원(최종보고서)/프로테오믹스이용기술개발사업 기획 연구_이정원(최종보고서-부록3).hwp,hwp5,820224,5.0.0.6,1,70,732,64812,Ⅲ. 질환단백질 표적 및 바이오마커 발굴 기술,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0435_2004 포틀랜드 국제엔지니어링 기술경영학회 심포지움  기술중심사회에 있어서 혁신경영(임덕순)/2004 포틀랜드 국제엔지니어링 기술경영학회 심포지움-기술중심사회에 있어서~_임덕순(최종보고서).hwp,hwp5,15036928,5.0.0.6,3,143,1660,316961,기술․혁신 경영 분야의 최근 연구개발 동향,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0436_새로운 국가혁신체제 구축 방안에 관한 연구(송위진)/새로운 국가혁신체제 구축 방안에 관한 연구_송위진(최종보고서).hwp,hwp5,1743360,5.0.0.3,4,222,1862,200448,새로운 국가혁신체제,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0440_과학기술경쟁력 분석 및 제고대책 연구(황석원)/과학기술경쟁력 분석 및 제고대책 연구_황석원(최종보고서).hwp,hwp5,3524096,5.0.0.3,3,200,1883,165011,IMD 과학기술경쟁력,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/2004년도 OECD 기술혁신정책 활동 분석_이명진(최종보고서)/2004년도 OECD 기술혁신정책 활동 분석_이명진(최종보고서-본문).hwp,hwp5,474624,5.0.0.6,1,145,2322,176308,2004 OECD 기술혁신정책 활동 분석,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0441_2004년도 OECD 기술혁신정책 활동 분석(이명진)/2004년도 OECD 기술혁신정책 활동 분석_이명진(최종보고서)/2004년도 OECD 기술혁신정책 활동 분석_이명진(최종보고서-표지).hwp,hwp5,18944,5.0.0.6,1,10,166,7403,‘04 OECD 기술혁신정책 활동 분석,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0444_북한의 최근 과학기술동향 조사 분석 연구(이춘근)/북한의 최근 과학기술동향 조사 분석 연구_이춘근(최종보고서)/북한의 최근 과학기술동향 조사 분석 연구_이춘근(최종보고서).hwp,hwp5,818688,5.0.0.5,5,144,1821,170390,북한의 최근 과학기술동향,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0444_북한의 최근 과학기술동향 조사 분석 연구(이춘근)/북한의 최근 과학기술동향 조사 분석 연구_이춘근(최종보고서)/북한의 최근 과학기술동향 조사 분석 연구_이춘근(최종보고서-별책).hwp,hwp5,11027968,5.0.0.5,12,350,3314,354876,(별책 부록),[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0445_TBI 사업 성과제고를 위한 발전 방안(임채윤)/TBI 사업 성과제고를 위한 발전 방안_임채윤(최종보고서).hwp,hwp5,904704,5.0.0.6,4,144,1193,134653,TBI 사업의 성과제고를 위한,[],,,
40년 기관 생산 발간물/5. 수탁연구/2004년 수탁과제 최종보고서(40건)/I-0447_농촌진흥사업 성과지표 개발연구(장진규)/농촌진흥사업 성과지표 개발연구_장진규(최종보고서).hwp,hwp5,11236352,5.0.0.3,3,889,9178,704202,최     종,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0502_경기도 과학기술진흥 5개년 계획과 과학기술혁신 로드맵 수립을 위한 기획연구(송성수)/경기도 과학기술진흥 5개년 계획과 과학기술혁신 로드맵 수립을 위한~_송성수(최종보고서-초안).hwp,hwp5,542208,5.0.3.3,3,180,2649,115806,<최종보고서 초안>,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0503_산업계 연구개발 중간조직의 모형 개발(송위진.김갑수)/목 차.hwp,hwp5,18432,5.0.1.6,1,5,163,4528,목   차,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0503_산업계 연구개발 중간조직의 모형 개발(송위진.김갑수)/산업계 R&D 중간조직의 모형 개발_송위진(최종보고서)/산업계 R&D 중간조직의 모형 개발_송위진(최종보고서).hwp,hwp5,2432512,5.0.1.6,4,528,5566,436214,산업계 연구개발 중간조직의 모형,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0504_과학기술 인력수급통계 조사를 위한 사전연구(박명수)/과학기술인력수급통계 조사를 위한 사전연구_박명수(최종보고서).hwp,hwp5,921088,5.0.0.3,9,252,3470,218319,과학기술인력 수급조사를 위한,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0505_TIC-RRC 산업의 연계 모델과 전략(이정협)/TIC-RRC 연계를 위한 정책연구용역_이정협(최종보고서).hwp,hwp5,1679360,5.0.0.3,3,220,2841,172838,TIC-RRC 사업의 연계 모델과,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0505_TIC-RRC 산업의 연계 모델과 전략(이정협)/그림1.hwp,hwp5,21504,5.0.1.6,1,1,2,3,,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/00-1. 목차-수정0523.hwp,hwp5,29184,5.0.0.3,1,7,234,4857,목 차,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/00. 표지제출문-수정0523.hwp,hwp5,15360,5.0.0.3,1,2,54,343,대구경북과학기술연구원,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-01편(총괄-이공래 확인05-16)-수정0527[1].hwp,hwp5,10938368,5.0.0.3,1,20,305,13814,제1편 총  론,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-02편(발전방향-이공래확인05-13)-수정0525.hwp,hwp5,446464,5.0.0.3,1,42,524,36584,제2편 환경 분석 및 발전방향,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-03편(벤치마킹-이공래확인05-13)-수정0523.hwp,hwp5,1839616,5.0.0.3,1,54,792,44381,제3편 국내외 벤치마킹 대상기관의 사례분석,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-04편(파급효과-이공래수정0526)-김병우수정[1][1].hwp,hwp5,130560,5.0.0.3,1,30,407,28842,제4편 대경과기연 건설의 타당성 및 파급효과 분석,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-05편(중점연구분야-이공래확인05-16-조현대 수정)-수정0531.hwp,hwp5,240128,5.0.0.3,1,57,760,55607,제5편 중점 연구분야 선정,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-06편(경영계획_총론_이공래확인0528).hwp,hwp5,1663488,5.0.0.3,1,53,877,38867,제6편 대경과기연의 중장기 경영계획,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-07편(운영프로그램-이공래확인)-김왕동최종수정0527-최종05.hwp,hwp5,492032,5.0.0.3,1,49,874,41151,제7편 대경과기연의 운영 프로그램 설계,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-08편 인력수급(50쪽요약본_ )0530.hwp,hwp5,321536,5.0.0.3,1,53,713,51323,제8편 중장기 과학기술인력 수급 분석,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-09편 (입지및 시설배치).hwp,hwp5,78076416,5.0.0.3,2,47,597,22865,제1절 대경과기연 입지선정,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-09편-그림수정.hwp,hwp5,801280,5.0.0.3,1,3,31,1453,9,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-09편-그림수정2(A3).hwp,hwp5,2260480,5.0.0.3,1,2,8,114,9,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-10편 (정책과제).hwp,hwp5,155136,5.0.0.3,1,18,280,13617,제10편 사업 추진체계와 향후 정책과제,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-11. 참고문헌(총괄0516)-0530.hwp,hwp5,61952,5.0.0.3,1,16,324,22365,참  고  문  헌,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-12. 표그림목차.hwp,hwp5,37888,5.0.0.3,1,11,293,10826,표목차 및 그림목차,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-13. 부록-DGIST설문(기업)-88%축소.hwp,hwp5,89088,5.0.0.3,1,8,246,15412,부록 3  대구경북과학기술연구원(DGIST) 기본계획 수립을 위한 설문조사 (기업용),[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-13. 부록-DGIST설문(연구기관)-88%축소.hwp,hwp5,60928,5.0.0.3,1,6,147,9394,대구경북과학기술연구원(DGIST) 기본계획 수립을 위한 설문조사 (대학․연구소용),[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0506_대구경북과학기술연구원 기본계획(이공래)/대구경북과학기술연구원 기본계획 수립_이공래(최종보고서)/최종-13. 부록-편집0527-이공래수정).hwp,hwp5,98304,5.0.0.3,1,33,286,12467,부  록,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0507_농림분야 R&D 중장기 대형과제 선정 발굴을 위한 사전기획시스템(윤문섭)/I05-07_1/연구성과활용계획서-1.hwp,hwp5,22016,5.0.1.6,1,3,5,1855,[별지 제10호 서식],[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0507_농림분야 R&D 중장기 대형과제 선정 발굴을 위한 사전기획시스템(윤문섭)/I05-07_1/자체평가의견서.hwp,hwp5,16896,5.0.1.6,1,3,105,3602,<양식 3>,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0507_농림분야 R&D 중장기 대형과제 선정 발굴을 위한 사전기획시스템(윤문섭)/I05-07_1/초록-제출용.hwp,hwp5,15872,5.0.1.6,1,1,3,982,[별지 제7호 서식],[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0507_농림분야 R&D 중장기 대형과제 선정 발굴을 위한 사전기획시스템(윤문섭)/농림분야 R&D 중장기 대형과제 선정 발굴을 위한 사전기획시스템_윤문섭(최종보고서).hwp,hwp5,8606208,5.0.1.6,2,255,2128,267451,최          종,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0508_바이오장기 기술개발 및 산업화 동향(김석관)/바이오장기의 기술개발 및 산업화 전략 수립과 생명산업 기술혁신 정책 연구_김석관(최종보고서).hwp,hwp5,752128,5.0.1.6,2,109,1595,112472,바이오장기 기술개발 및 산업화 동향,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0509_연구개발기획을 위한 정책로드맵 연구(조황희)/연구개발기획을 위한 정책로드맵 연구_조황희(최종보고서)/연구개발기획을 위한 정책로드맵 연구_조황희(최종보고서-본문).hwp,hwp5,785920,5.0.0.3,25,126,919,140436,제1장 서론,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0509_연구개발기획을 위한 정책로드맵 연구(조황희)/연구개발기획을 위한 정책로드맵 연구_조황희(최종보고서)/연구개발기획을 위한 정책로드맵 연구_조황희(최종보고서-부록).hwp,hwp5,99328,5.0.0.3,2,37,112,31897,부록 1: 2004년 부처별/기능별 연구개발예산분포,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0509_연구개발기획을 위한 정책로드맵 연구(조황희)/연구개발기획을 위한 정책로드맵 연구_조황희(최종보고서)/연구개발기획을 위한 정책로드맵 연구_조황희(최종보고서-표지및목차).hwp,hwp5,23552,5.0.0.3,2,13,271,9308,연구개발기획을 위한 정책로드맵 연구,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0511_이공계 우수인력 양성 활용 활성화 방안(박재민)/이공계 활성화 방안 수립을 위한 연구_박재민(최종보고서).hwp,hwp5,1064960,5.0.0.3,4,188,2406,132378,제  출  문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발사업 성과분석_조황희(최종보고서)/00-1. 성과분석 표지목차.hwp,hwp5,26624,5.0.1.6,2,4,80,1326,대형국책연구개발사업 성과분석,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발사업 성과분석_조황희(최종보고서)/00-2 (요약)요약.hwp,hwp5,236032,5.0.1.6,1,8,76,5093,요 약 문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발사업 성과분석_조황희(최종보고서)/01(1장) 성과분석 서론.hwp,hwp5,292864,5.0.1.6,1,12,181,5525,제 1 장  서 론,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발사업 성과분석_조황희(최종보고서)/02(2장10절)테크노파크_5차드래프v8.hwp,hwp5,287232,5.0.1.6,1,30,364,23184,제10 절 지역혁신체제의 구심점 테크노파크,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발사업 성과분석_조황희(최종보고서)/02(2장1절)차세대평판성과분석보고서_Final_별첨수정_ 050909.hwp,hwp5,154624,5.0.1.6,1,24,312,18294,제 1 절 차세대 주력 IT 산업의 육성,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발사업 성과분석_조황희(최종보고서)/02(2장2절)CDMA성과분석보고서_Final_별첨수정2_050909.hwp,hwp5,211456,5.0.1.6,1,30,352,19730,제 2 절 이동통신 강국의 초석,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발사업 성과분석_조황희(최종보고서)/02(2장3절)차세대반도체성과분석보고서_Final_별첨수정2_050909.hwp,hwp5,257024,5.0.1.6,1,24,253,17721,제 3 절 메모리 반도체 세계 1등 기술 견인,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발사업 성과분석_조황희(최종보고서)/02(2장4절)민군5차드래프트-v2.0.hwp,hwp5,132608,5.0.1.6,1,20,232,14321,제 4 절 국방연구개발의 개방형으로의 전환,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발사업 성과분석_조황희(최종보고서)/02(2장5절)다목적 실용위성 아리랑 1호_박기범_9.2.hwp,hwp5,5790208,5.0.1.6,1,25,279,18980,제 5 절 ‘위성 시대’의 개막,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발사업 성과분석_조황희(최종보고서)/02(2장6절)고속전철기술개발사업_final.hwp,hwp5,375296,5.0.1.6,1,24,291,16860,제 6 절 세계 최고수준의 고속전철 개발과 향후과제,[],,,
40년 기관 생산 발간물/5. 수탁연구/2005년 수탁과제 최종보고서(21건)/I-0513_대형국책연구개발사업 성과분석(조황희)/대형국가연구개발사업 성과분석_조황희(최종보고서)/02(2장7절)신의약신농약_5차draft_확인_별첨 수정_20050912.hwp,hwp5,279552,5.0.1.6,1,26,307,19397,제 7 절 세계 11번째 신약개발국으로의 도약,[],,,
